Title,Source,Published,Target Accounts,Link
"Spring Health Joins Forces with Alma, Expanding Access to Precision Mental Health Care - Thoma Bravo","""""Thoma Bravo"" OR ""Vista Equity"" OR ""Silver Lake"" acquisition when:2d"" - Google News","Fri, 30 Jan 2026 01:59:33 GMT",Thoma Bravo,https://news.google.com/rss/articles/CBMixgFBVV95cUxPOGxsQVVoajVOWGF4STNVREROendscmw3VUZqUEVYMXZwV0dadFNlTHZFWkxtVkVMRVJNUkVSekU1bUVwd050TVVEdmJNQjZ5dXBYa1oyRFIxaUpQVEhmNURnaHpoWnB5bWlsbXZmdnBGVnJnbkk1TjhRaXZVV3pXTW91UGg1dGF5eFlSOXdXbUVfa1J5dGNMUVhLQk54MkE5ZVpXMDBpb28wUEpNNTllc0t5RnhpQUFOd1RiVDZFSFFZSzdxS0E?oc=5
Zuora Investor Sues Over $1.7B Silver Lake Take-Private Deal - Law360,"""""Thoma Bravo"" OR ""Vista Equity"" OR ""Silver Lake"" acquisition when:2d"" - Google News","Fri, 30 Jan 2026 00:00:00 GMT",Silver Lake,https://news.google.com/rss/articles/CBMiVkFVX3lxTE5mbzU5cGd1U21VQjF6clBVQ3FZeUoyN016b3AtbmlnVmpVLWpGY1NMaVZOd2lrM0NiS01qd2VDTnVJUTBKUlVVTWl5ZGJJeGFUX0hLSlpB0gFWQVVfeXFMTmZvNTlwZ3VTbVVCMXpyUFVDcVl5SjI3TXpvcC1uaWdWalUtakZjU0xpVk53aWszQ2JLTWp3ZUNOdUlRMEpSVVVNaXlkYkl4YVRfSEtKWkE?oc=5
Silver Lake’s $1.7 Billion Zuora Deal Draws Investor Challenge - Bloomberg Law News,"""""Thoma Bravo"" OR ""Vista Equity"" OR ""Silver Lake"" acquisition when:2d"" - Google News","Thu, 29 Jan 2026 16:23:00 GMT",Silver Lake,https://news.google.com/rss/articles/CBMimgFBVV95cUxPTmFwTE5CTEZXUzFHekJpZk1PaTlETFdxU1BxY25rQ2N5TGhiSEg2Ri1mdFBPNld3bk9jMDc4Y1EydjF3MkdaSnFBYVhPQnkzTHgtc1Jvc2s0ZXZOQjJEUk5pckhvMmlJTktBc1BMRmxhdmpaM09TRXlTOVdWLWQxajJVa05tcjVCOE1zNHRIbkd2eVpOUExEZUJR?oc=5
Silver Lake resident demands ownership of house - westfaironline.com,"""""Thoma Bravo"" OR ""Vista Equity"" OR ""Silver Lake"" acquisition when:2d"" - Google News","Thu, 29 Jan 2026 16:41:15 GMT",Silver Lake,https://news.google.com/rss/articles/CBMiiAFBVV95cUxNQ05HRC1oSWhQeEVLWF9SLW9zcmc5QTB1b0pDSk5SbkZEOFZ1bjlpSi1NMHhHZW9KdzJfRkFOYTRtanM3bmJzdTZqRjBwSUdGUEpsdjFLbGRGNGF6QlEtZ3VMU091QUxEN3paRHNJaGxzY2hxNTBicVpta3RnR1prTE9KQUJsMEV2?oc=5
"GTCR, Vista Equity back dental care M&A; Secondaries now foundational, not optional, says West Monroe - pehub.com","""""Thoma Bravo"" OR ""Vista Equity"" OR ""Silver Lake"" acquisition when:2d"" - Google News","Fri, 30 Jan 2026 04:32:55 GMT","Vista Equity Partners, GTCR",https://news.google.com/rss/articles/CBMiugFBVV95cUxPcnAwZHpDZnVaNnJaYWZyUjBFWEtIRTdsVzQ3U2UwRkM2Wm5wOUxNRHlmN3JiUjVEMG9remhkQ2pDc0hTeVktNGxyUzMyUldvSm8wWEVrLWY0UjlWdGd1XzlwZ1h4Z2tJWmNOUlEyejZwNUNKNmpKLUtBMThtbGczUXNWRUJGY0VidWExVDFWV2lsZE1uVVlhYU9uQ1Z0WmpaWW9YcXo4bnQ3ZGNDOUtCTlFmemxxd3hpVEE?oc=5
"Bank of New York Mellon Corp Lowers Position in The Hartford Insurance Group, Inc. $HIG - Defense World","""""H.I.G."" OR ""HIG Capital"" OR ""KPS Capital"" OR Aurelius acquisition when:2d"" - Google News","Fri, 30 Jan 2026 10:28:48 GMT","The Carlyle Group, H.I.G. Capital",https://news.google.com/rss/articles/CBMiyAFBVV95cUxNak9MU2RESWhlbmFpcmU0QlNQak9XR190RnRGN01hZlBIeVlrRS10ckFQZWozRGRBZ0FJdGpHSHh1VmY2REwwQmV6ckxWWDhUNlA2cW9PVHc0THFrREtKNWRfWVNPZWQ0cGlLNzZlcE9qM2M1Vm1NeFVrTkUzSGREaVZOOUxMU1lISDRyOXpBb3dXTGZOTEYzcXB0YUxtenJ0TkdQd0hoM2FuanJVV1d4OWw5Nmh6WXp2djl0a2szRG0tNDhVdi1KWg?oc=5
"Equine Network Acquired by Global Sports Group ""CVC"" as it Enters US Market - ministryofsport.com","""EQT OR CVC OR TPG OR ""Bain Capital"" ""acquisition"" when:2d"" - Google News","Thu, 29 Jan 2026 23:41:11 GMT",CVC Capital Partners,https://news.google.com/rss/articles/CBMipAFBVV95cUxQX3hJVWU1TzRwQklDdWZNSFNpN0gxVElMSmxxU2o5N25jMVJ1Wkc0YUJ4V0ktWUEzNUFuSHlJX3Uwc2xoOXBUYWIwdGhOb3owUlBkQVBTOGpmNW11SjdzbDlWeUU5RUU0akRDbTlsd3hCd3hIMUYyYkh4NndabFFxWE16VnhKNk5FWTM3REZwYkFzX1UxTjl4T0xPdENhWC0wR0tGbQ?oc=5
"TPG launches insurance platform, Eagle Point partners with California lender - Alternatives Watch","""EQT OR CVC OR TPG OR ""Bain Capital"" ""acquisition"" when:2d"" - Google News","Fri, 30 Jan 2026 01:14:47 GMT",TPG,https://news.google.com/rss/articles/CBMitAFBVV95cUxPWkdJclhzb3VOR3Q0R2VrU2ZLLS03UEhSWkRocGhqdGpQLWxUVHhmYzM2QW5heUxGVi1lckR1TmVOSG9uczF5aWNpTTMxeWhVUG8wNXNVSW5RMHBQa3k3V0gza0NIbFRwMGYzZGRtVjU5cWZIRm54eDhhVjdBN2NXR0Q0czZRZ2tSblppeExDaGVCang2Wld6OEZPaDNJVnplcFF3dUx4blgyYlRieUY4MGtqQl8?oc=5
EQT Corp expects $114 million derivative gain for fourth quarter - Investing.com,"""EQT OR CVC OR TPG OR ""Bain Capital"" ""acquisition"" when:2d"" - Google News","Thu, 29 Jan 2026 21:53:00 GMT",EQT,https://news.google.com/rss/articles/CBMixgFBVV95cUxNS0tVeTdrLUJabUd6T2tuSHdMOE54RHhEWlI3Y2VkeHFoYmpwc0VySXFJMmFpaFB6SFVtWHBMTGxQQXpqemdtdmZDQTltdnhDb2pDTWU5aXZRZUt1cUxScm5vUmxTOV95Qk04UzdSRmJzdU9fNktPX04yTk1WSGh4bjBNZGplcFp6ZWZtTEtyRWVhZFdMOXU4dTE3MU00N3hHcmZ4c0t6bDlNZDFUZzNtTGhUZmJtUjBKdnVzNE5JbF85c3Nnbnc?oc=5
Orangeville council joins CVC in opposing province’s proposal for amalgamation - citizen.on.ca,"""EQT OR CVC OR TPG OR ""Bain Capital"" ""acquisition"" when:2d"" - Google News","Thu, 29 Jan 2026 20:22:03 GMT",CVC Capital Partners,https://news.google.com/rss/articles/CBMiogFBVV95cUxNZFVxME8teFRseDR5OXJ0UHB1Q2RUNGtUb2x4THh4QVZxUnY1Z1VXMHVPeVdlOFZxLVRzQ2I3cnFiMGpUU0FTSjFKSDBEd3hzekZyNVhQU09iNnVfclZEdm94MFotSktJT2hrX3NuOGEtWWhXTnhHelhEbVFmRDlYN0hHQllMaWoySkVGcVpEOHdrcFkzUERyb2dMTDQzYUJSR0E?oc=5
TPG amasses handful of Harwood District towers with plans for major upgrades - The Business Journals,"""EQT OR CVC OR TPG OR ""Bain Capital"" ""acquisition"" when:2d"" - Google News","Fri, 30 Jan 2026 00:12:00 GMT",TPG,https://news.google.com/rss/articles/CBMimAFBVV95cUxOeXROYS01dm9sa1NLMzRMYUxaZDNndGkwTy1uOXU2emg2ejE3V0hqRm4ySE1lT2EyQi1BOFZZVy1zWV9QYkZZZVQ2cHJzSUIxOEVxS2hfWjNxdjlUYkZUejRsRFowbnZJTDhocGVEams2Z2paSlJudDR3T1cwRjk3b3kyUkJVdlZVYzVndTJxWE5wd3A0dzZMdA?oc=5
Permira Buys Stake in Fund Platform Carne at €1.4 Billion Value - Bloomberg.com,"""Cinven OR Permira OR ""BC Partners"" OR ""PAI Partners"" acquisition when:2d"" - Google News","Fri, 30 Jan 2026 07:30:00 GMT",Permira Advisers,https://news.google.com/rss/articles/CBMiswFBVV95cUxORDRMajRnTmd2cVJ2cVBFdFBfUVZma3JiVnV4VUFQamQxQVlNcnN3YUt6MDROM1dENmwtVVhNdEJlRjFfVzBqQTJVMnhyaURvM1R4Mm1fZGpMUXJLX2VDVi1zSEdHY1pRNFUycUJEcFI2ZmZxeW51STMxYTNYbnBrZU9YNlk4VUJvR0x6MjJoelNUZjRBZEI2YndFSjFwRTZIR3I4WUhjVFVEYUtxeWMzX0dySQ?oc=5
Permira values fund platform Carne at $1.7bn in minority investment - Private Equity Insights,"""Cinven OR Permira OR ""BC Partners"" OR ""PAI Partners"" acquisition when:2d"" - Google News","Fri, 30 Jan 2026 11:18:43 GMT",Permira Advisers,https://news.google.com/rss/articles/CBMilgFBVV95cUxQN1ZtWUpsMllGbzVGYWsxUFJvT2c5aTdXb0NaR19BVVVab1R4WGh1a0dkdmU4aHF3NmlsRmVCVDNxM1N5OXlpOUp4YzBxSGotd2FwUmlGLUlOYUZDV0ZIS3hwekVtb1RfdUJOOEFnWUNQQ1NvSUFENVQ1ZXYxaDBncTBPdUNDT2dVcUE2TldpTGJ5WTFMQ3c?oc=5
Carne Group secures strategic investment from Permira at a €1.4B valuation - Tech.eu,"""Cinven OR Permira OR ""BC Partners"" OR ""PAI Partners"" acquisition when:2d"" - Google News","Fri, 30 Jan 2026 12:10:44 GMT",Permira Advisers,https://news.google.com/rss/articles/CBMipgFBVV95cUxOaTZyczN1Q011dGVmaGlKY2FVWFM0MU85NmNrRjhZR2llZmNWejVZWXJYOEtmaFlUMlRnNUhGMHR6cXJ5VmdOd0h4c3phZWZoMGl1dVB3b0NvdFVzeTVnN0NIaUZpeVJwQVJLNE1na3RUZUlFaHJTVUxyd21uazVtYkpqRDAxbG8tT21OVkJ3eHJUc25qSEtzclhEa01DTGRoS3RPd1pB?oc=5
Carne Group opens up its capital to Permira on a €1.4bn valuation - Delano.lu,"""Cinven OR Permira OR ""BC Partners"" OR ""PAI Partners"" acquisition when:2d"" - Google News","Fri, 30 Jan 2026 08:10:00 GMT",Permira Advisers,https://news.google.com/rss/articles/CBMilwFBVV95cUxNWFhlR0VyMXhoME1ab21WQnpub01yUjRZN3N1MUhsXzNiVTBpN3NDT1VnNXVDa1FyX2RkSmxkRkRQa3BpNGZpZXBwcTB1bEpKQld1NjhTQzk3SEJsTzVpRjhjaW8wZDNEOUVIcDY1OWh5TEw5bEJ3RGZDbDhZTUxNVTd4aEZhMFJEMmJhVUVtXzZET2xKWnVz?oc=5
PE collects healthcare laboratory service assets: 5 deals,PE Hub,"Fri, 30 Jan 2026 12:00:38 +0000",Astorg,https://www.pehub.com/pe-collects-healthcare-laboratory-service-assets-5-deals/
"GTCR, Vista Equity back dental care M&A; Secondaries now foundational, not optional, says West Monroe",PE Hub,"Fri, 30 Jan 2026 09:32:55 +0000","Vista Equity Partners, GTCR",https://www.pehub.com/gtcr-vista-equity-back-dental-care-m-secondaries-now-foundational-not-optional-says-west-monroe/
Permira buys significant minority stake in Carne at €1.4 billion valuation,PE Hub,"Fri, 30 Jan 2026 09:02:38 +0000","Permira Advisers, Vitruvian Partners",https://www.pehub.com/permira-buys-significant-minority-stake-in-carne-at-e1-4-billion-valuation/
