Title,Source,Published,Target Accounts,Link
New World Shares Jump as Blackstone Is Said to Be in Stake Talks - Bloomberg,"""site:bloomberg.com private equity when:2d"" - Google News","Fri, 30 Jan 2026 02:23:00 GMT",Blackstone,https://news.google.com/rss/articles/CBMitgFBVV95cUxNeUJ5MUl0X1VkZmplU3FOQUplbzlWRlJBdEV2RWd2S2lLb01CRU9kbFdsWHpmd195bWdmaHJ4ZnA0d2tqelNLZjdlM1Brbi11YTZRNVJ6VFJBdVJ1bXhDc0xDWjJDREhUS2NKWC15M1p1QXI3T0RDMmJMbUcxd1BuazY1dWhfdEtUYzdRcVZ3MjVFRnlUdmk1czl3T2V5VG5qa3ZrUGk3VFhMbTNSbUREd01Pb3JMQQ?oc=5
Silver Lake Regionalization Study Kicks Off Amid Budget Pressure and Leadership Shifts - southshore.news,"""""Silver Lake"" OR ""One Rock Capital Partners"" OR ""Lee Equity Partners"" OR ""Pamplona Capital Management"" OR ""Bridgepoint"" when:2d"" - Google News","Fri, 30 Jan 2026 11:02:41 GMT",Silver Lake,https://news.google.com/rss/articles/CBMidkFVX3lxTE11VWVLTjBzVzF6bWZra1NwRVh6SWVOdy1lSGV2SVVxNmdvbXgyRHdzQ3hfMTNBTjFVSl9lWnRiaWtqS2FpZkEzeFlBUjBTWkZYNm9hekZlUnQtRm5OMlhsOE1MQ2hxaUpzWk9PNlhkeVZSSC0xaXc?oc=5
Zuora Investor Sues Over $1.7B Silver Lake Take-Private Deal - Law360,"""""Silver Lake"" OR ""One Rock Capital Partners"" OR ""Lee Equity Partners"" OR ""Pamplona Capital Management"" OR ""Bridgepoint"" when:2d"" - Google News","Fri, 30 Jan 2026 00:00:00 GMT",Silver Lake,https://news.google.com/rss/articles/CBMiVkFVX3lxTE5mbzU5cGd1U21VQjF6clBVQ3FZeUoyN016b3AtbmlnVmpVLWpGY1NMaVZOd2lrM0NiS01qd2VDTnVJUTBKUlVVTWl5ZGJJeGFUX0hLSlpB0gFWQVVfeXFMTmZvNTlwZ3VTbVVCMXpyUFVDcVl5SjI3TXpvcC1uaWdWalUtakZjU0xpVk53aWszQ2JLTWp3ZUNOdUlRMEpSVVVNaXlkYkl4YVRfSEtKWkE?oc=5
Silver Lake resident demands ownership of house - westfaironline.com,"""""Silver Lake"" OR ""One Rock Capital Partners"" OR ""Lee Equity Partners"" OR ""Pamplona Capital Management"" OR ""Bridgepoint"" when:2d"" - Google News","Thu, 29 Jan 2026 16:41:15 GMT",Silver Lake,https://news.google.com/rss/articles/CBMiiAFBVV95cUxNQ05HRC1oSWhQeEVLWF9SLW9zcmc5QTB1b0pDSk5SbkZEOFZ1bjlpSi1NMHhHZW9KdzJfRkFOYTRtanM3bmJzdTZqRjBwSUdGUEpsdjFLbGRGNGF6QlEtZ3VMU091QUxEN3paRHNJaGxzY2hxNTBicVpta3RnR1prTE9KQUJsMEV2?oc=5
"Rozella M. VanCleave, 90, of Milford and formerly of rural Silver Lake - giant.fm","""""Silver Lake"" OR ""One Rock Capital Partners"" OR ""Lee Equity Partners"" OR ""Pamplona Capital Management"" OR ""Bridgepoint"" when:2d"" - Google News","Fri, 30 Jan 2026 03:42:48 GMT",Silver Lake,https://news.google.com/rss/articles/CBMivgFBVV95cUxNQ3JhMlJidVRkbGozWGd3TWMySEZRTjZMb0lxdldwZ3U1MUx6UW4yYWZfWmxKamdTUkpEbDBwMWlveEp0ci1tdG1jWW5nR241R3VMSFFnYUpyWHd2clcwZFNtV0pzLVhudm1Xd0Y4Q3dvZTJPb2FFNDQwenIwNVBJMzhKZXFaTXZBcVpEU2IwR1hhMkgtTWhJR21zOUtxYUlTWmhGMGRhMWtEeENvcmVmMmh3eFV5UHA0NEY1UXJB?oc=5
Eurazeo sells its stake in ex nihilo to L Catterton - Industries Cosmétiques,"""""BC Partners"" OR ""Arcmont Asset Management"" OR ""Insight Partners"" OR ""RBC Capital Partners"" OR ""L Catterton"" when:2d"" - Google News","Fri, 30 Jan 2026 11:30:00 GMT","Eurazeo, L Catterton",https://news.google.com/rss/articles/CBMimAFBVV95cUxOdzFNVVVYZE8zb0ZzanZKMUZtVmpWa29BX0hxUE1sLVF3QXBOSjZTcXpQSFpycDRkbGJCS3ZHQ3VTOVdUeDc4eERXT1NmU1hfWTJkYjN3Y0I3X1BtZnhlVWdlblVXWEMwekdTdzBzQm11WkhYTzJPYk9GWU5weGJfU3Q3aWdjcGFUNjVUbWpOUjlmVFptNmM3SA?oc=5
Private equity firm Apax in talks to buy Pinewood automotive software group - motortrader.com,"""private equity when:2d"" - Google News","Fri, 30 Jan 2026 09:50:04 GMT",Apax Partners,https://news.google.com/rss/articles/CBMi4gFBVV95cUxQM2VoTUNFWThQRU9adks1VlVkSFl5djJyOGVFMU5sOUFKbElCN3JmVWd3aUJKR2c1OC1qQXptTkNKNU92bW1nQ3FvTTQ0LThzMnBRVkctZWl5RXVCQ2pNMTdOTzA2Z0dfZ0d6dmplMDc0dXVNMmlsbGdiT2JBZ2pBeWNYSWZEUk1kTFdxNWlrM1BqVU9RTTNidXFBVXZFa0ZUV2w4QVdiMklQem1SbUZOQlpEcDBTektuOFpYRk5hYUstdl93M1VSTUFUYkN6T0xwSUI0X3ZQYl9GNEJKbUJ0WnNR?oc=5
US private equity giant Carlyle lines up deal for sanctioned Lukoil’s overseas oil assets - Tradewinds News,"""private equity when:2d"" - Google News","Fri, 30 Jan 2026 12:57:03 GMT",The Carlyle Group,https://news.google.com/rss/articles/CBMi1wFBVV95cUxPdUtVMnl2cjhjTDlIYkc3R3AwZExWdEFxUVVQUjJITmE0UDQ2LVlRQlhOQnZnc0FqU0REVXlhNnpsdF9wRFhjY0p3X1NzRU1PQUxKSHhsUmlWSEZlLWdvYkU4TFFjZjBoSmV1bS1HQ2VGcXZxbF9FV1IyZnI5UG5MZ0FwQ3hCNjBlRkRjUVhWV0liYXdUMzQ0RmxhelE1UkVYRUd6eDF0TXE0eGl2dUJ3czZsdnJFRi1DMkN3LVJiWVFqMkdqSnQ0UDcwbWZyRWhuRjV4SS1yZw?oc=5
Blackstone weighs $1bn-plus sale of Interplex ICT unit - Private Equity Insights,"""private equity when:2d"" - Google News","Fri, 30 Jan 2026 10:33:42 GMT",Blackstone,https://news.google.com/rss/articles/CBMihAFBVV95cUxNS3ZaRW1TLXFoanNIem40UXFaYmtmSEl3YnRPVlIyQXdQRllxSWZTaTVmbkc0VnRqdk5WRGFnYjdrcnRyN0x0eDcwNWY0NkRyS1ktNlBxLUx1R1gzREwzcmcyaTJ2RGdnZWtRRng4Tkp3dWREMW15S2NzSHgtbHRxRVBLOHQ?oc=5
US Carlyle Group agrees to buy Lukoil's global assets after sanctions pressure - MSN,"""""Onex"" OR ""Actis"" OR ""Carlyle Group"" OR ""Clayton Dubilier & Rice"" OR ""Gryphon Investors"" when:2d"" - Google News","Fri, 30 Jan 2026 10:27:16 GMT","The Carlyle Group, Carlyle Group",https://news.google.com/rss/articles/CBMixgFBVV95cUxPMUYxZWhZUThlaHNiSEhFeU9IUnBKZ0I1WktVVTlfVnBHOUV6UlpFa05fWFJ2a2dxX0xlSEZFa2JxV3hYdGtodmZfQ000V1VsdVg3c21VVEg3QzJWV1BUT0NPajdDUjNoVnNIczZqSlBkdjliLWIzMXAtUUhkMlE2OEpZeHliSkV5ZVZkVUZQVWswbUduT3FRVUxEYzNiUnZJQzFtYkZkdzhDODY3enhCLWxOanViVlh0dzEwaFdSM3p4SUp3cHc?oc=5
"Clayton Dubilier & Rice LLC Has $573.71 Million Stake in Resideo Technologies, Inc. $REZI - MarketBeat","""""Onex"" OR ""Actis"" OR ""Carlyle Group"" OR ""Clayton Dubilier & Rice"" OR ""Gryphon Investors"" when:2d"" - Google News","Fri, 30 Jan 2026 10:15:26 GMT",Clayton Dubilier & Rice,https://news.google.com/rss/articles/CBMi2wFBVV95cUxNYVEwbGh3dlVxbWd0dktWSVZrMmozYzNlM3hGLUV3VVB0MllsTHEyZkJsWDNaSklURVJFZmk2U0hBTS1NYzlTMFlSNkhsT3RkT1d5MmRzYVZMcHYxbmZoTjNtcHUtVWJZdUpBblFrWnlsc1JBeTdtS3lhRndWMXNVNmd4eUJEc1UtZzdybmh0YzBINktlWXZvUG1LWmtTTk5VbS1Wb1pkR29DWjdJSW9vbUgzbnFuWUROVjF6aVJIWHVObjlzaWUyNDZNMmJSZmFJTnBaa1JpVk1SNVE?oc=5
Key facts: Carlyle Group to acquire Lukoil assets for $22B; sells Iwasaki - TradingView,"""""Onex"" OR ""Actis"" OR ""Carlyle Group"" OR ""Clayton Dubilier & Rice"" OR ""Gryphon Investors"" when:2d"" - Google News","Thu, 29 Jan 2026 20:04:08 GMT","The Carlyle Group, Carlyle Group",https://news.google.com/rss/articles/CBMizAFBVV95cUxOXy1STlpwcnhGWlhIS1RrRXFuQjdmRU1yU3A5V1pyOG5jNGJKY3dYd1o4amZ1ODA2ZTZVUmtLLUM4Vk5OdTNvcUh3cmpmRnJaeFBWZ1E0bHBFdk5zeVZ3ZFdray1TZGlQN0EzNUF2TVVFdThFN0JpMGVfYmQ4dGIzS2ZabWxvOXFCMHp3VDg4ckNqald6S3g0eUcwekVnZFhPUW15V2wxbjFMY0Z1am95UWhleGU2bDNUbmtEWkFzeEZUVFhMejVKOWgzZGs?oc=5
"Unicycling builder turns chalet bungalow into object of desire with Actis Hybrid range - Planning, Building & Construction Today","""""Onex"" OR ""Actis"" OR ""Carlyle Group"" OR ""Clayton Dubilier & Rice"" OR ""Gryphon Investors"" when:2d"" - Google News","Fri, 30 Jan 2026 14:32:18 GMT",Actis,https://news.google.com/rss/articles/CBMiwwFBVV95cUxPRlhaOHZMSFNLZVhzSFRaOHllZ1NKSk1DcG5BZy1aZUcyZmRYVXpTOWZjWnJwN0NlMEJQR1psVDMxejZwQ2tVaVNNdVhDTktfb3owcllLUFNoZ1g3anA0dGZSMFNyMFdReE5lS3dEM2t6NEN2UEFTTTlnQm1TNmJBdlcyaE50eDdJMGpnVTU5UFptOU05WGJOZkdmVFphN3VoVFlWbjFlTndIbkExaVljWEJOQUs4Rmp2ZjYzVEpHVFFqcnc?oc=5
Francisco Partners Completes Acquisition of Jamf - Yahoo Finance,"""""Hellman & Friedman"" OR ""Kelso & Company"" OR ""CVC Capital Partners"" OR ""Francisco Partners"" OR ""Stone Point Capital"" when:2d"" - Google News","Fri, 30 Jan 2026 13:35:00 GMT",Francisco Partners,https://news.google.com/rss/articles/CBMilgFBVV95cUxORmJRdFJkZG5UN3ZnclA2MWNsWEFRbTZJckNPTGdMS2poSmluVzdlUlVBZ3pMQ1A5VV80UFoyamRUTHdvUkZDS2NjczZqYVQ3akNQd0ZKcUYybm40dURKaVVmOUxEeGw5aVVZUFBSbDdkQVZQNnZKdkYtR2dxUHJuWWRIY2x4X1lKZlR4ajlMN0lucjJtaGc?oc=5
"Shareholders force Coforge to drop advent’s board privileges, rescue Encora deal - Communications Today","""""Housatonic Partners"" OR ""Genstar Capital"" OR ""Advent International"" OR ""Permira Advisers"" OR ""Incline Equity Partners"" when:2d"" - Google News","Fri, 30 Jan 2026 02:45:42 GMT",Advent International,https://news.google.com/rss/articles/CBMiuAFBVV95cUxOTUV2VXp6RWlpYTlEMVhiU1B4YkhnakZoeUpZczZ1VnB4Y2RNRDY4Nlo1U2N5cElFV1FUblM5eUhxZUhkNDdpTFAzNlloTkdSNm55OHplRG9YcWxjaDBRYktLSEQzZ0dZNV8tWVVjZW1zUldBWjd5THVWYnl6YlI1WUNCV05nMUd2NDJUdkhTREJDczEzRHY2UlN2bGlYU1VsaUZVNWlsZDRVTzNGWHFSWXFzRkt5QkFN?oc=5
"Spring Health Joins Forces with Alma, Expanding Access to Precision Mental Health Care - Thoma Bravo","""""Great Hill Partners"" OR ""Thoma Bravo"" OR ""Webster Equity Partners"" OR ""Vitruvian Partners"" OR ""Apollo Global Management"" when:2d"" - Google News","Fri, 30 Jan 2026 01:59:33 GMT",Thoma Bravo,https://news.google.com/rss/articles/CBMixgFBVV95cUxPOGxsQVVoajVOWGF4STNVREROendscmw3VUZqUEVYMXZwV0dadFNlTHZFWkxtVkVMRVJNUkVSekU1bUVwd050TVVEdmJNQjZ5dXBYa1oyRFIxaUpQVEhmNURnaHpoWnB5bWlsbXZmdnBGVnJnbkk1TjhRaXZVV3pXTW91UGg1dGF5eFlSOXdXbUVfa1J5dGNMUVhLQk54MkE5ZVpXMDBpb28wUEpNNTllc0t5RnhpQUFOd1RiVDZFSFFZSzdxS0E?oc=5
"Bank of New York Mellon Corp Acquires 48,053 Shares of Apollo Global Management Inc. $APO - MarketBeat","""""Great Hill Partners"" OR ""Thoma Bravo"" OR ""Webster Equity Partners"" OR ""Vitruvian Partners"" OR ""Apollo Global Management"" when:2d"" - Google News","Fri, 30 Jan 2026 09:21:01 GMT",Apollo Global Management,https://news.google.com/rss/articles/CBMi4AFBVV95cUxOYjdNV2pwVGNreEhQMy10T1QzOGhCdEwxanJXcWZOZUFfOGhvaG84UWd2QzFoUlZGdGFRU3hGNXd2M0x2ZmFkenptTlU1SFhWaTdfZ3V6Ymc2MW9SZEdaRld2U2JOS1JZZWdWaVNnRDd2VkJValFuN2oyNjZHeXdHZUpVWDYxaExfUEtpOFVlTFVENUFUQXFSaXFOVFd0TG5QOGJaR01SNkE0SkF6Mk9qUTNQQmJRNjdTS1Nzd1g5c3Zpb2NlOFZRZ2lCNEU5dWNqa0N6UEpwLXVkelBtRlMzeA?oc=5
French government blocks Eutelsat asset sale to EQT - Financial Times,"""""Resurgens Technology Partners"" OR ""American Industrial Partners"" OR ""EQT"" OR ""Triton Partners"" OR ""Ufenau Capital Partners"" when:2d"" - Google News","Fri, 30 Jan 2026 09:28:42 GMT",EQT,https://news.google.com/rss/articles/CBMicEFVX3lxTE9wRHhkdElmWXJlcXdFdkVwaVBoeW5TaXduc3FGMklYZnlMTXRBUHVTVlZpQkFSTy1KT3ptMWZiYnROc3RrQm5oRF9iaTBGbFRIZU01NUMzTnUyZXZzdTBXR0tqSHh5MG96UjZmVC1QQW8?oc=5
EQT Ties Low Cost Gas To Growing AI Power Demand - simplywall.st,"""""Resurgens Technology Partners"" OR ""American Industrial Partners"" OR ""EQT"" OR ""Triton Partners"" OR ""Ufenau Capital Partners"" when:2d"" - Google News","Thu, 29 Jan 2026 21:32:19 GMT",EQT,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNN2NYallrOU0yOWlKcFRHQ3BPbzFWZXN3YVhiYnkyVUQ0TU4zWmtRaTN5YXk3VW1UdG1HblhRSmJNWlE3QzFnU2cxNjBxbEJ1TjdUaTRzczJoVXNFRkJucGZzMGgzanJ4eGpaWVVMNGVqbkJxcmJEZEN0dVhpV2lRQUlIUl9Bci1ONlE1RkNwMGFOUS1xMlByMVQwWURtVDhNMDJLVVNOekLSAa4BQVVfeXFMTmxsTDktQnhHdkh6bkJDSEdFQjRrUlh1LUFCNXlnWUV0R2o2Ny1EMl9vTUNWYnB0OEJTcVZVYkZNMG56c2JyX3hSM1hGU0hHbE1tSm53VUVEeU1KRFcyNjhlQTNtQUhCbGxvYzU4T3QyZ2Y0M29mVk1VV2d0R0tTWTR1bWlOajJodmFEd3NBSWlYeVNHb2F5S2U5cGRfTU9sUEs0dVJUNVpHTlhZQ3Nn?oc=5
EQT (NYSE: EQT) projects $114M Q4 2025 derivatives gain and $35M net cash inflow - Stock Titan,"""""Resurgens Technology Partners"" OR ""American Industrial Partners"" OR ""EQT"" OR ""Triton Partners"" OR ""Ufenau Capital Partners"" when:2d"" - Google News","Thu, 29 Jan 2026 21:16:51 GMT",EQT,https://news.google.com/rss/articles/CBMinAFBVV95cUxOSklJMWVTNEY1UGRVMnE3Zzg2akRONkVWcjdwM2RGNlpEYzRJOWRqd24tRGRGazJRNy1FTGRmUjF4U3pkM0oxTW1RWHlHLXJGSEd0RV9zTmJ2TjJoMWNsdV9ldWVpYWl1eGJZdmhqcUNTUElhQTJ1VThWMlF4REdaWUFnbFZxY3B1M2FwaTNrdkluWXJJRnViVUVUQlc?oc=5
France Blocks Eutelsat's Antenna Sale to EQT - marketscreener.com,"""""Resurgens Technology Partners"" OR ""American Industrial Partners"" OR ""EQT"" OR ""Triton Partners"" OR ""Ufenau Capital Partners"" when:2d"" - Google News","Fri, 30 Jan 2026 09:32:24 GMT",EQT,https://news.google.com/rss/articles/CBMingFBVV95cUxPTU9JVzdmTDRlSUZWTUpCUldFd0t2WnZvc2ZoSlA0R1pyUXpJRXFFMVgwaHVSYlp4RlVMdHJqWTg0TEJpUnphVkh5cEs0aU9GVUgzOWpoaGFNVnQxcEdNUkxUVzVXYXE3azh6T29WWWVqT0RJME5JN1prWVp4OENqMy00emJxWl9PVU1SSmtzVDNGdDJJOHdvNWtCYWJyQQ?oc=5
Eutelsat’s €550m infrastructure asset sale to EQT falls through By Investing.com - Investing.com Nigeria,"""""Resurgens Technology Partners"" OR ""American Industrial Partners"" OR ""EQT"" OR ""Triton Partners"" OR ""Ufenau Capital Partners"" when:2d"" - Google News","Fri, 30 Jan 2026 03:08:07 GMT",EQT,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNekpTb29WQ2R0R21CMmhoZ0pJbWVmYTdwdWo1TkVuenp0MWlJak1RT2tUM3d2MjhreXRLcmdGX0dJNm5vZjNZWmRwY3BDTVdWellhcUJackFLNUFMTFdSdWY0QUNpQldQTmYtZ3NIYXJFcXAzS3c1X2tvMER1OFpVMkV6M2dRZnR2ZzRSUFMzVG14WjQtb3RUSkpSUkFCMXRGbUhIZ2JXSDRtNUZiMmpLWXVMWE80WThr?oc=5
EQT’s Financial Strategy Gains Momentum Amidst Surging Gas Demand - AD HOC NEWS,"""""Resurgens Technology Partners"" OR ""American Industrial Partners"" OR ""EQT"" OR ""Triton Partners"" OR ""Ufenau Capital Partners"" when:2d"" - Google News","Thu, 29 Jan 2026 19:01:04 GMT",EQT,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQcU8tclA1clFRMEx0LWlXTkhBdGFFY1hBaTZQYkI1WlBqX053N1k4MWtHd21XZzBLdGdjMHFCNEJ3blVxSVE4eExRZGVaMU9XTEV0YXluQjV6ZTBDZmZCUmVVMzZ5ZEphYlRJQjNtajF5WTl1SXl4Vm5MTGZQbWxtdmwzaFJWMzJWVUJpWkVRVXlNbEZwdnB5WFFpX0dscXFneS1DNkpkeUl4azZicndFQm9BSllBTGRJNUZR?oc=5
Eutelsat Halts the Sale of Its Ground Infrastructure to EQT - Idéal Investisseur,"""""Resurgens Technology Partners"" OR ""American Industrial Partners"" OR ""EQT"" OR ""Triton Partners"" OR ""Ufenau Capital Partners"" when:2d"" - Google News","Thu, 29 Jan 2026 16:05:00 GMT",EQT,https://news.google.com/rss/articles/CBMiugFBVV95cUxOR0M2VEZwdUxydWJtVDhESEJ3TW9ZWXNLdExzVmI4WTlxS0JfS0YzSFowc1ROclpOcDhQeXNYVHMxVEVfSy1TbVlXcVpsVjQ1LV9fT0JpV2o4X3k3dXBLWWZRdjJ5V01LbEU5YU5MWlhMek9SOXVvdVRPbVZvdU1IdEk5RndrUnFNbmU5ZjcyckZ1eWwzdVFyZWVXT2hOcjdfcU81eTdYUTdFRk41a1RZSWloTGJ4cUFHQlE?oc=5
